Entry_ID,Category,Subcategory,Organisation,Name_Nepali,Description,Province,District,Palika,Ward,Address,Primary_Phone,Secondary_Phone,Hotline_Code,Fax,Email,Website,Key_Persons,Department,Working_Hours,Is_24_7,Is_Emergency,Source_Name,Source_Type,Data_Source_URL,Verification_Status,Confidence_Level,Last_Checked,Notes,Palika_Category_Status
NEP-NAT-0005,Emergency Services,Ambulance Short Code,Ambulance Emergency Service,एम्बुलेन्स सेवा,National short code assigned for ambulance services,National,National,National,,,,,102,,,,,Ambulance,,,Yes,Nepal Telecommunications Authority National Numbering Allocation Plan,Official Government,https://www.nta.gov.np/uploads/contents/National%20Numbering%20Allocation%20Plan.pdf,Verified,High,2026-06-27,Official NTA National Numbering Allocation Plan lists Ambulance short code 102. 24/7 not explicitly stated on source.,Completed
KMC-EMERG-0001,Emergency Services,Free Ambulance Service,Kathmandu Metropolitan City Free Ambulance Service,निःशुल्क एम्बुलेन्स सेवा,Free ambulance service contact published by Kathmandu Metropolitan City,Bagmati,Kathmandu,Kathmandu Metropolitan City,,"Bagmati Province, Kathmandu, Nepal",,,102,,metropolice@kathmandu.gov.np,https://new.kathmandu.gov.np/np/contact,,Emergency / Metropolitan Police Force,,,Yes,Kathmandu Metropolitan City Contact Page,Official Municipality,https://new.kathmandu.gov.np/np/contact,Verified,High,2026-06-27,Official KMC contact page lists free ambulance service 102 with metropolice@kathmandu.gov.np. 24/7 not explicitly stated on source.,Completed
KMC-EMERG-0002,Emergency Services,Fire Brigade Service,Kathmandu Metropolitan City Fire Brigade Service,दमकल सेवा,Fire brigade contact published by Kathmandu Metropolitan City,Bagmati,Kathmandu,Kathmandu Metropolitan City,,"Bagmati Province, Kathmandu, Nepal",,,101,,metropolice@kathmandu.gov.np,https://new.kathmandu.gov.np/np/contact,,Emergency / Metropolitan Police Force,,,Yes,Kathmandu Metropolitan City Contact Page,Official Municipality,https://new.kathmandu.gov.np/np/contact,Verified,High,2026-06-27,Official KMC contact page lists fire brigade service 101 with metropolice@kathmandu.gov.np. 24/7 not explicitly stated on source.,Completed
KMC-POL-0003,Police & Security,Valley Police Office,Kathmandu Valley Police Office,काठमाण्डौ उपत्यका प्रहरी कार्यालय,Kathmandu Valley Police Office contact published on official Nepal Police valley site,Bagmati,Kathmandu,Kathmandu Metropolitan City,,"Ranipokhari, Kathmandu",9851283026,01-5721017,100,,metrospokesperson@gmail.com,https://ktmvalley.nepalpolice.gov.np/,,Kathmandu Valley Police Office,,,Yes,Kathmandu Valley Police Office,Official Police,https://ktmvalley.nepalpolice.gov.np/structure/police-range-kathmandu/,Verified,High,2026-06-27,"Official Kathmandu Valley Police page lists Ranipokhari contact numbers 9851283026 and 01-5721017, plus police control 100. Email is published on the official page even though it is a Gmail address. 24/7 not explicitly stated on source.",Completed
KMC-POL-0004,Police & Security,Crime Investigation,Kathmandu Valley Crime Investigation Office,काठमाडौं उपत्यका अपराध अनुसन्धान कार्यालय,Official duty-officer contact for Kathmandu Valley Crime Investigation Office,Bagmati,Kathmandu,Kathmandu Metropolitan City,,"Teku, Kathmandu",+977-9851283032,,100,,,https://kvcio.nepalpolice.gov.np/,,Kathmandu Valley Crime Investigation Office,,,Yes,Kathmandu Valley Crime Investigation Office,Official Police,https://kvcio.nepalpolice.gov.np/contact-us/,Verified,High,2026-06-27,"Official contact page lists Kathmandu Valley Crime Investigation Office, Teku, Kathmandu, Mobile +977 9851283032 (Duty Officer). Police control 100 is included as general emergency support from Nepal Police/valley pages. 24/7 not explicitly stated on source.",Completed
KMC-POL-0005,Police & Security,Cyber Fraud Reporting,Kathmandu Valley Crime Investigation Office Cyber Fraud Report,साइबर ठगी रिपोर्ट,Official cyber-fraud reporting contact published by Kathmandu Valley Crime Investigation Office,Bagmati,Kathmandu,Kathmandu Metropolitan City,,"Teku, Kathmandu",+977-9851285205,,,,cert@nepalpolice.gov.np; mpcdpillar5@nepalpolice.gov.np,https://kvcio.nepalpolice.gov.np/,,Cyber Fraud Report,,,No,Kathmandu Valley Crime Investigation Office,Official Police,https://kvcio.nepalpolice.gov.np/contact-us/,Verified,High,2026-06-27,"Official KVCIO contact page lists cyber fraud report mobile +977 9851285205 and emails cert@nepalpolice.gov.np, mpcdpillar5@nepalpolice.gov.np. Not marked emergency because the source frames this as reporting contact, not emergency response.",Completed
KMC-HOSP-0001,Hospitals,Community,Chhatrapati Free Clinic Hospital,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Vijay,9849064624,,,,,,Er. Sameer Bajracharya - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Community, allocated/total beds 3/25, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0002,Hospitals,Private,Kathmandu Model Hospital,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,"Pradarsani Marg, Kathmandu, Nepal",9841577932,,,,,,Shreejana Maharjan - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 10/100, active patients 2, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0003,Hospitals,Private,ANNAPURNA NEUROLOGICAL HOSPITAL KATHMANDU,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Maitighar Kathmandu 11,9801203349,,,,,,Prem Satyal - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 6/55, active patients 6, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0004,Hospitals,Private,B.P SMRITI COMMUNITY COOPERATIVE HOSPITAL KATHMANDU,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Basundhdara Kathmandu 03,014987094,,,,,,Mr. Madhu Mishra - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 10/100, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0005,Hospitals,Private,BHAROSA HOSPITAL PVT LTD,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,"New Baneshwor-10, Kathmandu",9849159271,,,,,,Liska Maharjan - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 3/25, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0006,Hospitals,Private,BLUE CROSS HOSPITAL PVT LTD,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Tripureshwor Kathmandu 11,9841413395,9841200973,,,,,Sati Devi Gautam Singh/ Shree Prasad Tiwari - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 5/50, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0007,Hospitals,Private,CHIRAYU HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Basundhara,9801138227,,,,,,Laxmi Adhikari - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 10/100, active patients 1, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0008,Hospitals,Private,ERA International Hospital,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,sorhakhutte,9842427849,,,,,,Rashi Gurung - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 2/15, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0009,Hospitals,Private,EVEREST HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,New Baneshwor Kathmandu 10,9841281360,,,,,,Rajesh Poudel - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 10/100, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0010,Hospitals,Private,FRONTLINE HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Old Baneshwor Kathmandu 09,9841715870,,,,,,SHYAM KRISHNA SHRESTHA - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 10/100, active patients 1, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0011,Hospitals,Private,Grande City Hospital,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Kanthipath Kathmandu 27,9851022586,,,,,,Mila Sayami - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 5/50, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0012,Hospitals,Private,HELPING HANDS COMMUNITY HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Chabahil Kathmandu 07,9843522263,,,,,,Kusum Shrestha - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 10/100, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0013,Hospitals,Government,HIMAL HOSPITAL PVT LTD,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Chardobato-Gyaneshwor Kathmandu,9841661230,,,,,,Manisha Mahat - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Government, allocated/total beds 5/50, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0014,Hospitals,Private,HOPE INTERNATIONAL HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Sinamangal Kathmandu 09,9841991988,,,,,,Sarita Basnet - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 10/100, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0015,Hospitals,Private,INTERNATIONAL FRIENDSHIP CHILDRENS HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Maharajgung Kathmandu 3,9841348430,,,,,,Surendra Dangol - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 5/50, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0016,Hospitals,Non-Government,KALIMATI CHEST HOSPITAL (NATA),,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,"Kalimati 13, Kathmandu.",9849670540,,,,,,Niraj D.C. - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Non-Government, allocated/total beds 3/25, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0017,Hospitals,Private,KANTIPUR DENTAL & GENERAL HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Basundhara Kathmandu 03,9801858003,,,,,,Rajendra Duwadi - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 10/100, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0018,Hospitals,Private,KANTIPUR HOSPITAL KATHMANDU,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Tinkune Kathmandu 32,9841724525,,,,,,Ramita Maharjan - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 10/100, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0019,Hospitals,Private,KATHMANDU ENT HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Putalisadak Kathmandu 29,9851203838,,,,,,Rajan Kumar Shrestha - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 2/15, active patients 2, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0020,Hospitals,Private,KATHMANDU MEDICAL COLLEGE,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Sinamangal Kathmandu 09,9841463250,,,,,,Amar Krishna Hanju - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 30/300, active patients 10, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0021,Hospitals,Private,MAHENDRANARAYAN NIDHI MEMORIYAL HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Basundhara Kathmandu 03,9843281131,,,,,,Alisha Tamang - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 10/100, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0022,Hospitals,Private,MANMOHAN MEMORIAL MEDICAL COLLEGE & TEACHING HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Swoyambhu Kathmandu 15,9843274148,,,,,,Shankar Jung Itani - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 30/300, active patients 1, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0023,Hospitals,Government,MEDICARE HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,"Chahabil, Kathmandu - 07",9774567067,,,,,,Heman Bikram Thapa - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Government, allocated/total beds 10/100, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0024,Hospitals,Private,METRO KATHMANDU HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Maharajgunj Kathmandu,9801017709,,,,,,Anjana Thapa - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 3/25, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0025,Hospitals,Non-Government,National Kidney Centre,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Banasthali,9841927789,,,,,,Manisha Bhattarai - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Non-Government, allocated/total beds 6/55, active patients 15, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0026,Hospitals,Non-Government,NEPAL EYE HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Tripureshwor Kathmandu 11,9846632098,,,,,,Santosh Paudel - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Non-Government, allocated/total beds 10/98, active patients 1, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0027,Hospitals,Private,NEPAL NATIONAL HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Kalanki Kathmandu 14,9801910817,,,,,,Kishor Subedi - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 3/27, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
KMC-HOSP-0028,Hospitals,Private,NORVIC INTERNATIONAL HOSPITAL,,Hospital listed on Kathmandu Metropolitan City free health service portal,Bagmati,Kathmandu,Kathmandu Metropolitan City,,Thapathali Kathmandu 11,9801247047,,,,,,Makar Bahadur Tamang - Contact Person,Free Health Service / Hospital Bed Allocation,,,No,Kathmandu Metropolitan City Free Health Service Portal,Official Municipality,https://freehealth.kathmandu.gov.np/,Verified,High,2026-06-28,"KMC free-health portal lists hospital type Private, allocated/total beds 20/200, active patients 0, contact person and contact number. Contact appears to be an official KMC-published service contact for hospital coordination.",Completed
